type_id,sub_object,sub_object_code,object,object_code,character,character_code
246,Water Service InstallationChrg,478001,Water-Other Operating Revenue,WATER_OTH_OP_REV,Other Revenues,OTH_REV
247,Other Safety Expenses,545990,Safety,545,Materials & Supplies,540
248,Sale Of Water,468711,Electricity Sales,ELEC_SALES,Charges for Services,CHGS_FOR_SERVICES
249,Sr-Css-Child Support Services,581200,Sr-Css-Child Support Services,581200,Services Of Other Depts,SVCS_OTHER_DEPTS
250,ITO To 2S-Lib-Publc Library Fd,595100,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
251,OCII Payments To Risk Magmnt,536955,OCII Payments To City Dept,536,Non Personnel Services,521
252,Collection Charges,477921,SFO-Miscellaneous,477,Other Revenues,475
253,Working Families Credit Pymnts,539100,Working Families Credit Pymnts,539100,Other Support/Care of Persons,OTH_SUP_CARE_PERS
254,City Jail -I-P Contractual Adj,465811,Revenue Deductions,465,Charges For Services,460
255,"Fringe-Hlth Pickup, P2:Kaiser(Non-Unif)",73182,Health Serv Fund-Emply Contrib,469,Charges For Services,460
256,Code Enforcement,461165,Planning & Engineering Svcs,461,Charges For Services,460
257,Supp Asst SB813-Cy Unsecured,410320,Supplemental Current Year,SUPP_CY,Property Taxes,PROP_TAX
258,Airline Landing Fees,467111,SFO-Flight Operations,467,Charges For Services,460
259,Special Event,436380,Port - Comm/Indst Rent/Concess,PORT_COMM_IND_RENT,Rents & Concessions,RENTS_CONCESSIONS
260,Business Reg Tax - Prior Period,11315,Registration Tax,411,Business Taxes,411
261,Premium On Issuance Of Debts,480599,Other Financing Sources,484,Other Financing Sources,480
262,****Use Subobject 25305 Instead****,66305,Transit Cash Fares,466,Charges For Services,460
263,Sale Of Electricity,477211,SFO-Electricity,477,Other Revenues,475
264,Foster Care(Fed-Aid),440202,Federal-Public Assistance Prog,440,Intergovernmental Rev-Federal,440
265,1 Day Passport-Cable Car,466201,Transit Cable Car Revenue,466,Charges For Services,460
266,Medi-Cal I-P Contractual Adj,465803,Contl Rev Deduct,REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
267,FBO/General Aviation Landing Fees,67131,SFO-Flight Operations,467,Charges For Services,460
268,Perm Salaries-Misc-Regular,501010,Permanent Salaries - Misc,PERM_SAL_MISC,Salaries,SALARIES
269,HealthRevCCD-OTC-Dentl-Retiree,473256,Health Svc Fund-Employee Contr,HLTH_SVC_FUND_EMPL_C,Charges for Services,CHGS_FOR_SERVICES
270,OP Adj Jail FC115,465875,Outpatient Contl Rev Deduct,OUTPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
271,Closing Out Sale,460604,Public Safety Service Charges,460,Charges For Services,460
272,Safety & Rescue Equipment,560840,Equipment Purchase,560,Capital Outlay,560
273,Sr-DPW-Street Repair,581940,Sr-DPW-Street Repair,581940,Services Of Other Depts,SVCS_OTHER_DEPTS
274,Fumigate Premises,63502,Public Health Charges,463,Charges For Services,460
275,SFCTA TNC Intergovt Pmt,552435,Taxes: Licenses/Permits,TAX_LIC_PERM,Non-Personnel Services,NON_PERS_SVCS
276,Plumbing Inspection,461132,Planning & Engineering Svcs,461,Charges For Services,460
277,"Oth Fed (Old,Use44931Or44939",444938,Federal-Other,444,Intergovernmental Rev-Federal,440
278,Promoting Safe&Stable Families,440154,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
279,Exp Rec Fr Animal Care & Cntl (Non-AAO),875AN,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
280,Exp Rec Fr City Attorney (Non-AAO),875CT,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
281,Lombard Garage,435212,Parking Garage-Lot Rentals,435,Rents & Concessions,435
282,Medi-Cal O-P Gross Charges,465302,HB Outpatient Revenue,HB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
283,Demurrage,464050,Port - Cargo Services,PORT_CARGO_SVCS,Charges for Services,CHGS_FOR_SERVICES
284,M I Adults O-P Write-Off,465821,Contl Rev Deduct,REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
285,OTO To 5A-Airport Funds,591300,Other Operating Transfers Out,593,Operating Transfers Out,591
286,Enterprise Fed BondIntSubsidy,478990,Other Non-Operating Revenues,OTH_NONOP_REV,Other Revenues,OTH_REV
287,Sundry Minor Sales-Purchaser,60162,General Government Services,460,Charges For Services,460
288,OTI Fr 5T-Hetch Hetchy W&P Fds,493036,Other Operating Transfers In,OTH_OPER_TRNS_IN,Transfers In,OPER_TFR_IN
289,CalWorks Wage Subsidy,536440,Aid Assistance,536,Aid Assistance,536
290,StateCrimnalAlienAsstProgScaap,444922,Federal-Other,444,Intergovernmental Rev-Federal,440
291,Exp Rec Fr Human Resources (Non-AAO),875RD,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
292,"Fringe-Hlth Pickup, P6:Healthnet(Non-Uni",73190,Health Serv Fund-Emply Contrib,469,Charges For Services,460
293,Return To Residence Assistance,536330,Aid Assistance,536,Aid Assistance,536
294,Marine,560210,Equipment Purchase,560,Capital Outlay,560
295,Exhibitions,525210,Entertainment And Promotion,525,Non Personnel Services,521
296,Sr-DPW-Building Repair,581067,Sr-DPW-Building Repair,581067,Services Of Other Depts,SVCS_OTHER_DEPTS
297,Swim Admissions,462653,Rec & Park Service Charges,REC_PARK_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
298,Comm Paper Interest Expense,574240,Debt Interest & Other Charges,DEBT_INT_OTH_CHGS,Debt Service,DEBT_SERVICE
299,Music Concourse-Parking,435226,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
300,Japan Center Garages,435249,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
301,Community ImprovementImpactFee,475415,Develop Impact Fee & Exaction,DEV_IMP_FEE_EXAC,Other Revenues,OTH_REV
302,Cws Health-Related Title Xix,440166,Federal - Pub Assistance Admin,FED_PUB_ASS_ADMIN,Intergovernmental: Federal,INTER_REV_FED
303,Minimum Compenstn Ord Penal,425943,Other Forfeitures & Penalties,OTH_FORF_PENAL,"Fines, Forfeiture, & Penalties",FINE_FORF_PENAL
304,Retiree Contribution-CCD-Dentl,473219,Health Svc Fund-Employee Contr,HLTH_SVC_FUND_EMPL_C,Charges for Services,CHGS_FOR_SERVICES
305,Hospital-Chgs-Other Health Fee,475312,Chn-Other Operating Revenue,475,Other Revenues,475
306,Non-Signatry AirlineSurchrgFee,467161,SFO-Flight Operations,467,Charges For Services,460
307,Gain-Loss-SaleOfBldg&Structure,476123,Gain/Loss on Sales of FA,GL_SALES_OF_FA,Other Revenues,OTH_REV
308,OCII Payments To CON-AOSD,536800,OCII Payments To City Dept,536,Non Personnel Services,521
309,Health Service-Admin Cost (1099),01552,Health Service,515,Mandatory Fringe Benefits,513
310,Excavation Inspection,460631,Public Safety Service Charges,PUB_SAFE_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
311,ITO To 7A/SSD-School Dist Agcy,595332,ITO To 7A/SSD-School Dist Agcy,595332,Intrafund Transfers Out,INTRA_TFR_OUT
312,Transfer Adjustments-Uses (Citywide),ELIMUC,Transfer Adjustments-Uses,ELU,Transfer Adjustments-Uses,ELU
313,City Planning Applicatn Refund,460188,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
314,Federal Direct Contracts,444936,Federal-Other,444,Intergovernmental Rev-Federal,440
315,Licenses & Permits,477911,SFO-Miscellaneous,SFO_MISC,Other Revenues,OTH_REV
316,Fire Building Access Fees,460680,Public Safety Service Charges,PUB_SAFE_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
317,Public Pound Sale Of Animals,460502,Humane Services,460,Charges For Services,460
318,PB IP Worker's Comp FC5,465545,PB Inpatient Revenue,PB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
319,GF-HR-Workers Comp Admin,081H6,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
320,IP Adj Uninsur Spclty MH FC118,465778,Inpatient Contl Rev Deduct,INPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
321,PUC Solar Incentive Program,538100,PUC Solar Incentive Program,538100,City Grant Program,CITY_GR_PROG
322,Planning-Categorcl Exemptn Fee,460157,General Government Services,460,Charges For Services,460
323,Promotional & Entertainmnt Exp,525010,Entertainment And Promotion,525,Non Personnel Services,521
324,Fire Plan Checking,460667,Public Safety Service Charges,460,Charges For Services,460
325,GF-OCA-Mco-Living Health (AAO),581760,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
326,Patient Payments,465312,Outpatient Revenues,465,Charges For Services,460
327,Sr-DPW-Construction Mgmt,581075,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
328,Books - Non Library Only,549750,Other Materials & Supplies,549,Materials & Supplies,540
329,State-Narc Forfeitures&Seizure,444951,State - Other,448,Intergovernmental Rev-State,445
330,County Indigent Care-O/P Write-off,65817,Revenue Deductions,465,Charges For Services,460
331,TTX - Water Bills,60163,General Government Services,460,Charges For Services,460
332,Hlth Svc-Medical Employee Reim,556080,Hlth Svc Fnd-City Hlth Plan Ex,556,Fiduciary-Benefit Payments,555
333,Other Overhead Charges,520990,Overhead,OVERHEAD,Overhead and Allocations,OH_ALLOCS
334,Adoption Aid Payments,537410,Adoption Aid Payments,537410,Aid Payments,AID_PMTS
335,Welfare To Work (State-Admin),445121,State-Public Assistance Admin,STATE_PUB_ASSIST_ADM,Intergovernmental: State,INTERGOV_REV_ST
336,Jessie Square Garage,435244,Parking Garage-Lot Rentals,435,Rents & Concessions,435
337,GF-Mental Health,581540,GF-Mental Health,581540,Services Of Other Depts,SVCS_OTHER_DEPTS
338,Reimbursement From SFOTEC,477942,SFO-Miscellaneous,477,Other Revenues,475
339,OTO To 2S-Lib-Publc Library Fd,591150,Other Operating Transfers Out,593,Operating Transfers Out,591
340,OCA-Labor Standard Enforcement,581780,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
341,Proprty TxRedevIncrmnt-Alloctd,410511,Property Tax - Redev Increment,410,Property Taxes,410
342,Supplemental ERAF Allocation,10914,Other Property Taxes,410,Property Taxes,410
343,Rental-Airline NorthTerminalT3,467213,SFO-Rental Airlines,SFO_RENTAL_AIR,Charges for Services,CHGS_FOR_SERVICES
344,Biofuel Revenue,479991,Other Non-Operating Revenues,479,Other Revenues,475
345,Transit Advertising,466501,Transit Advertising Revenue,TRANS_ADV_REV,Charges for Services,CHGS_FOR_SERVICES
346,Calpers Health - Active Emp,515110,Health Service,515,Mandatory Fringe Benefits,513
347,Calwin (Fed Admin),440107,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
348,Employee Parking,435232,Parking Garage-Lot Rentals,435,Rents & Concessions,435
349,Exp Rec Fr Public Works (AAO),865PW,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
350,Off Airport Privilege Fee,437621,SFO - Auto Rentals,SFO_AUTO_RENT,Rents & Concessions,RENTS_CONCESSIONS
351,PUC Solar Incentive Program,538100,City Grant Programs,538,City Grant Programs,538
352,NoCargoWharfage-OtherMarineSvc,464720,Port-Other Marine Services,464,Charges For Services,460
353,Pharmacy,65106,Hospital Service Charges,465,Charges For Services,460
354,Health Service - Budget,515000,Health Service,HLTH_SVC,Mandatory Fringe Benefits,MAND_FRING_BEN
355,ITI Fr 5Q-Cleanpowersf Funds,495045,Intrafund Transfers In (Iti),495,Intrafund Transfers In,495
356,Federal Direct Contracts,444936,Federal - Other,FED_OTHER,Intergovernmental: Federal,INTER_REV_FED
357,Misc Receipts - Cruise,475958,Port-Other Non-Operating Rev,PORT_OTH_NONOP_REV,Other Revenues,OTH_REV
358,RetremntPostxPnsionCityMiscOld,470135,Retirement - Contributions,470,Contribtns (Ret;Hss;Hlth Care),470
359,Exp Rec Fr War Memorial (AAO),486780,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
360,Consumer Protect Applicatn Fee,420110,Business Health Licenses,420,Licenses; Permits & Franchises,420
361,Exp Rec Fr ISD (AAO),865TI,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
362,Other General Government Chrge,460199,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
363,Building Plan Check,60626,Public Safety Service Charges,460,Charges For Services,460
364,State Hlth Care Initiative Rev,445418,State-Health Programs,445,Intergovernmental Rev-State,445
365,Exp Rec Fr Light Heat & Power (AAO),865UL,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
366,Construction Equip Rental,531510,Rents/Leases-Equipment,RENTLSE_EQUIP,Non-Personnel Services,NON_PERS_SVCS
367,Hlthy SF W-Out Hcci-C-A-E-R,465861,Revenue Deductions,465,Charges For Services,460
368,City Planning Police Fees,60184,General Government Services,460,Charges For Services,460
369,State Mandated Cost - SB 90,448929,State-Other,STATE_OTHER,Intergovernmental: State,INTERGOV_REV_ST
370,Patient Payments,465312,Net Patient Revenue,NET_PAT_REV,Charges for Services,CHGS_FOR_SERVICES
371,Ordnance,545210,Safety,545,Materials & Supplies,540
372,Street Space,460637,Public Safety Service Charges,PUB_SAFE_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
373,Exp Rec Fr Sheriff (AAO),486670,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
374,ITI Fr 2S-Gol-Golf Fund,495009,Intrafund Transfers In (Iti),495,Intrafund Transfers In,495
375,Lease In Perpetuity,577510,Pmnt To SFSUD For GOB Proceeds,508,Special Items-Outflow,577
376,HSS Cash Option Pay-Misc,515210,Health Service,HLTH_SVC,Mandatory Fringe Benefits,MAND_FRING_BEN
377,Unsecured Instl 5-8 Yr Plan,410230,Property Taxes-Prior Year,410,Property Taxes,410
378,Transit Shelter Advertising,466504,Transit Advertising Revenue,466,Charges For Services,460
379,"Fringe-Hlth City Share, Plan5:Aetna",73175,Health Serv Fund-Emply Contrib,469,Charges For Services,460
380,SF Transportation Authority,449102,Other-Transp-Trans-Oper Assist,449,Intergovernmental Rev-Other,449
381,Demurrage,464050,Port-Cargo Services,464,Charges For Services,460
382,Premium Pay - Misc,509010,Permanent Salaries-Misc,501,Salaries,501
383,Homeless Hsng And Supportv Svc,536510,Aid Assistance,536,Aid Assistance,536
384,Loan Rev-Fees,479945,Other Non-Operating Revenues,479,Other Revenues,475
385,Retirement Pretax-City MiscOld,470165,Retirement Contributions,RET_CONTRIB,Contributions Ret/HSS/HlthCare,CONTRIB_RET_HSS_HLTH
386,Gain-Loss-Sale Of Equipment,476121,Gain/Loss on Sales of FA,GL_SALES_OF_FA,Other Revenues,OTH_REV
387,Resale Of Capacity,468619,Electricity Sales,ELEC_SALES,Charges for Services,CHGS_FOR_SERVICES
388,Sewer Svcs - Rec & Park Lessee,463110,Sanitation Service Charges,463,Charges For Services,460
389,Fed Rev Transfer Bwtn Grant,444942,Federal-Other,444,Intergovernmental Rev-Federal,440
390,Decoy Payments,527840,Profess & Specialized Svcs,527,Non Personnel Services,521
391,IP Adj Other FC12,465752,Inpatient Contl Rev Deduct,INPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
392,Health Posttax-Healthnet,73116,Health Serv Fund-Emply Contrib,469,Charges For Services,460
393,Grounds Maintenance,528050,Maint Svcs-Building&Structures,528,Non Personnel Services,521
394,Medical Waste-Skilled Nursing Facility,63559,Public Health Charges,463,Charges For Services,460
395,Rental Tank Farm Area,467611,SFO-Fuel; Oil & Other Srvcs,467,Charges For Services,460
396,Dialysis - Medi-Cal,465914,Net Patient Revenue,NET_PAT_REV,Charges for Services,CHGS_FOR_SERVICES
397,PostTaxDentlPlan-5_DeltaCare,473138,Health Svc Fund-Employee Contr,HLTH_SVC_FUND_EMPL_C,Charges for Services,CHGS_FOR_SERVICES
398,Records Retention Fee,461184,Planning & Engineering Svcs,461,Charges For Services,460
399,HealthRevCCD-OTCMedicl-Retiree,473253,Health Serv Fund-Emply Contrib,469,Charges For Services,460
400,Access Line Tax - Current,412930,Other Local Taxes,412,Other Local Taxes,412
401,Recovery Of Interfund Loans,480231,Loan Repayment,480,Other Financing Sources,480
402,Permit Extension Fee,461121,Planning & Engineering Svcs,461,Charges For Services,460
403,GF-Con-Management Services,581100,GF-Con-Management Services,581100,Services Of Other Depts,SVCS_OTHER_DEPTS
404,OTI Fr 5M-Muni Railway Funds,493031,Other Operating Transfers In,493,Operating Transfers In,491
405,OTI Fr 2S-Ppf-PublicProtectnFd,493018,Other Operating Transfers In,493,Operating Transfers In,491
406,Public Guardian Ab 1018 Funds,60119,General Government Services,460,Charges For Services,460
407,UnrealzdGain-Loss NoneitcGSB31,430320,Unrealized Gain/Loss GASB31/27,UNREAL_GL_GASB3127,Interest & Investment Income,INT_INV_INC
408,Exp Rec Fr GOBOC (AAO),865GO,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
409,Proof Of Payment Fees,425305,Other Non-Court Fines,OTHER_NON_COURT_FINE,"Fines, Forfeiture, & Penalties",FINE_FORF_PENAL
410,GF-HR-Tuition Reimbursment Aap,581600,GF-HR-Tuition Reimbursment Aap,581600,Services Of Other Depts,SVCS_OTHER_DEPTS
411,Workers' Comp O-P Gross Charge,465311,HB Outpatient Revenue,HB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
412,Certificated Salaries,507010,Certificated Salaries,507,Salaries,501
413,Cleaning Supplies,544930,Hospital;Clinic & Lab Supplies,544,Materials & Supplies,540
414,CTO to SR/HTF_10795,591016,Contribution Transfers Out,CONT_TFR_OUT,Transfers Out,OPER_TFR_OUT
415,Platform-Wellness Payouts,00310,Permanent Salaries-Misc,501,Salaries,501
416,OTO To 4D-FCL-Fin Corp LeaseRB,591453,Other Operating Transfers Out,593,Operating Transfers Out,591
417,Mechanical Permit Issuance Fee,461135,Planning & Engineering Svcs,PLAN_ENG_SVCS,Charges for Services,CHGS_FOR_SERVICES
418,Exp Rec Fr PUC (AAO),486740,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
419,IHSS Admin Hlth-RelatdTitleXix,440145,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
420,Art Commmission Sales,462850,Concerts; Exhibits & Perform,462,Charges For Services,460
421,Health Rev-CCSF-OTC-Dentl-Acti,473250,Health Serv Fund-Emply Contrib,469,Charges For Services,460
422,Food Veh Insp Fe,463505,Public Health Charges,463,Charges For Services,460
423,Litigation Exp-Relocation-Hsng,553240,Judgments & Claims,JUDG_CLAIMS,Non-Personnel Services,NON_PERS_SVCS
424,Sale Of Water-Suburban Resale,468181,Water Sales,WATER_SALES,Charges for Services,CHGS_FOR_SERVICES
425,Wharfage - Fishing Services,464630,Port - Fishing Services,PORT_FISH_SVCS,Charges for Services,CHGS_FOR_SERVICES
426,Traffic Fines - Boot Program,425130,Traffic Fines,TRAFFIC_FINES,"Fines, Forfeiture, & Penalties",FINE_FORF_PENAL
427,Auto Mileage,523010,Employee Expenses,523,Non Personnel Services,521
428,340B Pharmaceutical Prog Expan,465919,Net Patient Revenue,465,Charges For Services,460
429,Exp Rec Fr Board of Supv (AAO),865BD,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
1339,Fcs Special Services,536110,Aid Assistance,536,Aid Assistance,536
430,Exp Rec Fr AcdmyOfSciencNonAAO,487180,Expend Recov-Svc to Non AAO,EXP_REC_SVC_NONAAO,Expenditure Recovery,EXP_RECOVERY
431,Sr-DPW-Building Repair,581067,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
432,HSS Cash Option Pay-Nurses,01524,Health Service,515,Mandatory Fringe Benefits,513
433,GF-HR-Tuition Reimbursemnt W-O,581560,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
434,ITO To 5T-Hetch Hetchy W&P Fds,595290,ITO To 5T-Hetch Hetchy W&P Fds,595290,Intrafund Transfers Out,INTRA_TFR_OUT
435,Office Machine Rental,531310,Rents/Leases-Equipment,RENTLSE_EQUIP,Non-Personnel Services,NON_PERS_SVCS
436,Rental 30 Van Ness Building,439812,Other City Property Rentals,439,Rents & Concessions,435
437,GF-HSS-Local 21 Life Insurance,081HX,Health Service,515,Mandatory Fringe Benefits,513
438,"Ret City Share, Misc -New 2010",470112,Retirement - Contributions,470,Contribtns (Ret;Hss;Hlth Care),470
439,OTI Fr Zz-Inactive Funds,493064,Other Operating Transfers In,493,Operating Transfers In,491
440,Health Rev-CCSF-OTC-Medicl-Act,473247,Health Serv Fund-Emply Contrib,469,Charges For Services,460
441,OP Adj MCare Mgd HMO FC110,465870,Outpatient Contl Rev Deduct,OUTPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
442,Health Pretax Dental-Plan1:Safehealth,73130,Health Serv Fund-Emply Contrib,469,Charges For Services,460
443,Hosptl-RentsConcesCafetriaSale,475302,Chn-Other Operating Revenue,475,Other Revenues,475
444,Licenses & Permits,477911,SFO-Miscellaneous,477,Other Revenues,475
445,Subsistance-Animals,534210,Subsistance,SUBSISTANCE,Non-Personnel Services,NON_PERS_SVCS
