program_id,program,program_code,department,department_code,organization_group,organization_group_code,related_govt_units
1215,Construction Management Services,BAG,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1216,Capital,CAP,CHF Children;Youth & Families,CHF,Human Welfare & Neighborhood Development,3,No
1217,Hetch Hetchy Capital Projects,BCP,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1218,Hetch Hetchy Capital Projects,BCP,CPC City Planning,CPC,General Administration & Finance,6,No
1219,Capital Projects,ACH,POL Police,POL,Public Protection,1,No
1220,911/Communications,ACI,DEM Emergency Management,ECD,Public Protection,1,No
1221,No Program Defined,BXX,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1222,Emergency Services,BIV,DT GSA - Technology,TIS,General Administration & Finance,6,No
1223,City Capital Projects,BAW,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
1224,Occupational Safety & Health,DPO,DPH Public Health,DPH,Community Health,4,No
1225,Maintenance,MAINT,FAM Fine Arts Museum,FAM,Culture & Recreation,5,No
1226,Water Administration,BCH,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1227,Custody,AFC,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1228,Traffic Engineering & Operation,BKG,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1229,Court Security And Process,AMC,SHF Sheriff,SHF,Public Protection,1,No
1230,Laguna Honda Hosp - Comm Support Care,DBD,DPH Public Health,DPH,Community Health,4,No
1231,Community Ambassador Program,ACA,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1232,Administrative,ADMIN,CPC City Planning,CPC,General Administration & Finance,6,No
1233,Children's Baseline,FAL,WOM Status Of Women,WOM,Human Welfare & Neighborhood Development,3,No
1234,30 Van Ness Building,FFA,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1235,Administrative,ADMIN,REG Elections,REG,General Administration & Finance,6,No
1236,General Fund Unallocated,FXX,REG Elections,REG,General Administration & Finance,6,No
1237,Planning And Research,ACN,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1238,No Program Defined,XXX,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
1239,SFGH - Ambu Care - Occupational Health,D3O,DPH Public Health,DPH,Community Health,4,No
1240,No Program Defined,XXX,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
1241,Wastewater Pumping,BDB,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
1242,Maintenance,MAINT,POL Police,POL,Public Protection,1,No
1243,Parking Garages & Lots,BE5,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1244,Capital-CPC Funded,CAPCP,WAR War Memorial,WAR,Culture & Recreation,5,No
1245,Fire Port Fireboat,AEL,FIR Fire Department,FIR,Public Protection,1,No
1246,Power Retail Services,BDF,CAT City Attorney,CAT,General Administration & Finance,6,No
1247,No Program Defined,XXX,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1248,Special Operations,ACY,POL Police,POL,Public Protection,1,No
1249,Maintenance,MAINT,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1250,No Program Defined,XXX,CON Controller,CON,General Administration & Finance,6,No
1251,Capital,CAP,HRD Human Resources,HRD,General Administration & Finance,6,No
1252,Planning Division,BG9,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1253,Neighborhood Services,EAE,ART Arts Commission,ART,Culture & Recreation,5,No
1254,Golf Course,ECG,ART Arts Commission,ART,Culture & Recreation,5,No
1255,Governance And Outreach,BK4,DT GSA - Technology,TIS,General Administration & Finance,6,No
1256,Administrative,ADMIN,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1257,Water Source Of Supply,BDJ,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1258,Technology Services:Public Safety,BTO,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1259,"Continuing Projects, Maint And Renewal",BGS,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1260,Building Operations,EAG,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1261,Laguna Honda Hospital,DEX,FIR Fire Department,FIR,Public Protection,1,No
1262,MRD-Human Resources Division (HR),BEE,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1263,Transitions,DHT,DPH Public Health,DPH,Community Health,4,No
1264,No Program Defined,EXX,ART Arts Commission,ART,Culture & Recreation,5,No
1265,Development And Planning,BEB,CPC City Planning,CPC,General Administration & Finance,6,No
1266,City Capital Projects,BAW,ART Arts Commission,ART,Culture & Recreation,5,No
1267,Moscone Expansion Project,BGP,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1268,Sheriff Field Services Grants,AFF,SHF Sheriff,SHF,Public Protection,1,No
1269,Water Source Of Supply,BDJ,CAT City Attorney,CAT,General Administration & Finance,6,No
1270,Marina Yacht Harbor,ECE,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1271,Grant Services,AKI,JUV Juvenile Probation,JUV,Public Protection,1,No
1272,Taxi Enforcement,ACE,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1273,Health Service System,FEE,HRD Human Resources,HRD,General Administration & Finance,6,No
1274,Branch Program,EEG,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1275,City Capital Projects,BAW,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1276,Cultural Enrichment,EEL,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1277,Maintenance,BKY,CAT City Attorney,CAT,General Administration & Finance,6,No
1278,Technology-COIT Funded,TECHC,FAM Fine Arts Museum,FAM,Culture & Recreation,5,No
1280,Administration - Adult Probation,ASH,ADP Adult Probation,ADP,Public Protection,1,No
1281,Capital-CPC Funded,CAPCP,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1282,Operating,OPR,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
1283,Operating,OPR,DPA Police Accountabilty,DPA,Public Protection,1,No
1284,Capital,CAP,USD County Education Office,USD,Human Welfare & Neighborhood Development,3,Yes
1285,Information Technology,EGG,LIB Public Library,LIB,Culture & Recreation,5,No
1286,Mental Health - Community Support,DSM,DPH Public Health,DPH,Community Health,4,No
1287,Administration,BDA,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1288,Departmental Fund Transfer,BZZ,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1289,Fire Airport Bureau Non-Personnel Cost,BGQ,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1290,Municipal Court Services,AMA,CRT Superior Court,CRT,Public Protection,1,No
1291,Mapping,BA6,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1292,No Program Defined,NKEY,CHF Children;Youth & Families,CHF,Human Welfare & Neighborhood Development,3,No
1293,Capital-CPC Funded,CAPCP,JUV Juvenile Probation,JUV,Public Protection,1,No
1294,Administrative,ADMIN,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1295,Parking & Traffic,BE2,CPC City Planning,CPC,General Administration & Finance,6,No
1296,Disaster Recovery,RCVY,HSS Health Service System,HSS,General Administration & Finance,6,No
1297,Technology-COIT Funded,TECHC,REG Elections,REG,General Administration & Finance,6,No
1298,Administration,BE1,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1299,Water Capital Projects,BCI,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1300,Hetch Hetchy Facilities Maintenance,BCQ,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1301,Disaster Recovery,RCVY,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1302,Capital-CPC Funded,CAPCP,POL Police,POL,Public Protection,1,No
1303,Senior Central Development,CIE,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1304,No Program Defined,XXX,TTX Treasurer/Tax Collector,TTX,General Administration & Finance,6,Yes
1305,Operating,OPR,LIB Public Library,LIB,Culture & Recreation,5,No
1306,No Program Defined,NKEY,ART Arts Commission,ART,Culture & Recreation,5,No
1307,Administration,BDA,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
1308,Moscone Expansion Project,BGP,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,No
1309,Operating,OPR,DBI Building Inspection,DBI,"Public Works, Transportation & Commerce",2,No
1310,Operating,OPR,CON Controller,CON,General Administration & Finance,6,Yes
1311,Engineering,BAA,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1312,Emergency Services,BIV,DPH Public Health,DPH,Community Health,4,No
1313,Youth Commission,FAO,BOS Board Of Supervisors,BOS,General Administration & Finance,6,No
1314,3Com Park,ECH,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
1315,Maintenance,MAINT,FIR Fire Department,FIR,Public Protection,1,No
1316,General Fund Unallocated,FXX,HRD Human Resources,HRD,General Administration & Finance,6,No
1317,Custody,AFC,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1318,Water Capital Projects,BCI,CAT City Attorney,CAT,General Administration & Finance,6,No
1319,Construction Inspection,BAO,DBI Building Inspection,DBI,"Public Works, Transportation & Commerce",2,No
1320,Capital Projects,ECS,CPC City Planning,CPC,General Administration & Finance,6,No
1321,General Management,BCR,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
1322,Community Arts & Education,EEO,LIB Public Library,LIB,Culture & Recreation,5,No
1323,Community Redevelopment,CRD,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1324,Felony Prosecution,AIA,DAT District Attorney,DAT,Public Protection,1,No
1325,No Program Defined,NKEY,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1326,Hetchy Water Operations,BDO,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1327,Facilities,BG6,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1328,City Capital Projects,BAW,HRC Human Rights Commission,HRC,Human Welfare & Neighborhood Development,3,No
1329,No Program,No Program Code,JUV Juvenile Probation,JUV,Public Protection,1,No
1330,Branch Program,EEG,CPC City Planning,CPC,General Administration & Finance,6,No
1331,MRD-Construction Division (Const),BEK,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1332,Operating,OPR,RNT Rent Arbitration Board,RNT,Human Welfare & Neighborhood Development,3,No
1333,No Program Defined,XXX,WAR War Memorial,WAR,Culture & Recreation,5,No
1334,Real Estate & Management,BKZ,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
1335,Sheriff Programs,AFP,SHF Sheriff,SHF,Public Protection,1,No
1336,Wastewater Capital Projects,BDP,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,No
1337,City Capital Projects,BAW,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1338,No Program Defined,XXX,SHF Sheriff,SHF,Public Protection,1,No
1339,Hetch Hetchy Capital Projects,BCP,WAR War Memorial,WAR,Culture & Recreation,5,No
1340,Operating,OPR,AAM Asian Art Museum,AAM,Culture & Recreation,5,No
1341,Transfer Tax,FEH,ASR Assessor / Recorder,ASR,General Administration & Finance,6,No
1342,Misdemeanor Prosecution,AIF,DAT District Attorney,DAT,Public Protection,1,No
1343,Power Purchasing/ Scheduling,BDG,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1344,Family Camp Operations,ECF,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
1345,Disability Access,FAV,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1346,Laguna Honda - Long Term Care,DA5,DPH Public Health,DPH,Community Health,4,No
1347,Capital Projects,ECS,DT GSA - Technology,TIS,General Administration & Finance,6,No
1348,General Administration,BKJ,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1349,Departmental Administration,BKF,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1350,False Alarm Prevention,BIW,DEM Emergency Management,ECD,Public Protection,1,No
1351,Accessible Services,BEV,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1352,Citywide Planning,FAH,CPC City Planning,CPC,General Administration & Finance,6,No
1353,No Program Defined,XXX,CCD SF Communtiy College Dist,CCD,Human Welfare & Neighborhood Development,3,Yes
1354,MRD-Finance And Administration Div(F&A),BEL,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1355,Maritime Operations & Marketing,BKD,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
1356,Laguna Honda - Long Term Care,DA5,ART Arts Commission,ART,Culture & Recreation,5,No
1357,Water Capital Projects,BCI,DPH Public Health,DPH,Community Health,4,No
1358,Departmental Fund Transfer,DZZ,DPH Public Health,DPH,Community Health,4,No
1359,Engineering,BCU,CON Controller,CON,General Administration & Finance,6,No
1360,Administrative Support,CAO,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1361,Environmental Health Services,DPB,DPH Public Health,DPH,Community Health,4,No
1362,Technology-COIT Funded,TECHC,DEM Emergency Management,DEM,Public Protection,1,No
1363,Water Capital Projects,BCI,FIR Fire Department,FIR,Public Protection,1,No
1364,Capital,CAP,CRT Superior Court,CRT,Public Protection,1,No
1365,Disaster Recovery,RCVY,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1366,Operating,OPR,HSS Health Service System,HSS,General Administration & Finance,6,No
1367,No Program Defined,XXX,FIR Fire Department,FIR,Public Protection,1,No
1368,Public Conservator,CGR,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1369,Golf Course,ECG,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1370,Capital-CPC Funded,CAPCP,CPC City Planning,CPC,General Administration & Finance,6,No
1371,Maintenance,MAINT,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1372,MRD-Maintenance Division (Maint),BEQ,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1373,General City Responsibilities,FCZ,GEN General City / Unallocated,UNA,General City Responsibilities,7,No
1374,Capital,CAP,DPH Public Health,DPH,Community Health,4,No
1375,Environmental Regulation And Management,BAY,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1376,Disaster Recovery,RCVY,MYR Mayor,MYR,General Administration & Finance,6,No
1377,"Neighborhood Services-Q4-Districts 10,11",ECP,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
1378,Contract Monitoring,FFQ,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1379,SFGH - Early Intervention - Poison Cntrl,D4P,DPH Public Health,DPH,Community Health,4,No
1380,Substance Abuse - Community Care,DMS,DPH Public Health,DPH,Community Health,4,No
1381,Mapping,BA6,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1382,Wastewater Capital Projects,BDP,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1383,Long Range Planning & Policy,BCX,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1384,DSS Childcare,CGU,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1385,Treasure Island,BK6,WWE Wastewater Enterprise,CWP,"Public Works, Transportation & Commerce",2,Yes
1386,Disaster Recovery,RCVY,FAM Fine Arts Museum,FAM,Culture & Recreation,5,No
1387,No Program Defined,XXX,DBI Building Inspection,DBI,"Public Works, Transportation & Commerce",2,No
1388,Services Of The Port,BKH,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
1389,Parking & Traffic,BE2,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1390,Management Information,BCS,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1391,Operations,BAK,DT GSA - Technology,TIS,General Administration & Finance,6,No
1392,SFGH - Acute Care - Psychiatry,D1P,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1393,Administration,BDA,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1394,MRD-Construction Division (Const),BEK,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1395,Oper & Maint Of Museums,EEC,WAR War Memorial,WAR,Culture & Recreation,5,No
1396,Administrative,ADMIN,DPH Public Health,DPH,Community Health,4,No
1397,Court House Construction,AMN,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1398,Art Commission-Administration,EEJ,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1399,Muni-Operations,BEI,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1400,Mta Development Impact Fee,BE9,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1401,Animal Welfare,AUA,ADM Gen Svcs Agency-City Admin,ADM,Public Protection,1,No
1402,Operating,OPR,USD County Education Office,USD,Human Welfare & Neighborhood Development,3,No
1403,Comm Hlth - Prevention - Hlth Education,DPH,DPH Public Health,DPH,Community Health,4,No
1404,Disaster Recovery,RCVY,CSC Civil Service Commission,CSC,General Administration & Finance,6,No
1405,Collection Technical Services,EGD,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1406,Administration,BDA,SHF Sheriff,SHF,Public Protection,1,No
1408,Safety & Security,BGG,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1409,Management Information System,FC9,HRD Human Resources,HRD,General Administration & Finance,6,No
1410,Pop Growth Gf Alloc Capital Projects,BE8,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1411,Federal Transportation Security,AC6,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1412,Labor Standards Enforcement,FFD,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1413,"Revenue, Transfers & Reserves",BE0,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1414,Children's Baseline,FAL,DPH Public Health,DPH,Community Health,4,No
1415,Capital-CPC Funded,CAPCP,AAM Asian Art Museum,AAM,Culture & Recreation,5,No
1416,Health At Home,DHH,DPH Public Health,DPH,Community Health,4,No
1417,Administration/Support Services,BAN,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1418,No Program,No Program Code,PDR Public Defender,PDR,Public Protection,1,No
1419,Transitional-Aged Youth Baseline,FAY,LIB Public Library,LIB,Culture & Recreation,5,No
1420,Operating,OPR,ETH Ethics Commission,ETH,General Administration & Finance,6,No
1421,Oper & Maint Of Museums,EEC,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1422,Recruit/ Assess/ Client Services,FC5,HRD Human Resources,HRD,General Administration & Finance,6,No
1423,No Program Defined,NKEY,DEM Emergency Management,ECD,Public Protection,1,No
1424,Facilities Mgmt & Operations,FFH,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1425,Maintenance-CPC Funded,MAINC,DPH Public Health,DPH,Community Health,4,No
1426,One Stop Re Entry Services,AOS,ADP Adult Probation,ADP,Public Protection,1,No
1427,Branch Program,EEG,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1428,Capital Projects And Grants,BGT,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1429,Community Services,AKB,ADP Adult Probation,ADP,Public Protection,1,No
1430,Maintenance,MAINT,REG Elections,REG,General Administration & Finance,6,No
1431,Election Campaign Fund,FFF,ETH Ethics Commission,ETH,General Administration & Finance,6,No
1432,Elections,FCH,REG Elections,REG,General Administration & Finance,6,No
1433,Management,FEG,TTX Treasurer/Tax Collector,TTX,General Administration & Finance,6,No
1434,Laguna Honda Hospital,DEX,DAT District Attorney,DAT,Public Protection,1,No
1435,No Program Defined,NKEY,TTX Treasurer/Tax Collector,TTX,General Administration & Finance,6,No
1436,Administrative Support,CAO,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1437,Calworks,CAG,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1438,Wastewater Capital Projects,BDP,CPC City Planning,CPC,General Administration & Finance,6,No
1439,Operating,OPR,HRC Human Rights Commission,HRC,Human Welfare & Neighborhood Development,3,No
1440,No Program Defined,XXX,DAT District Attorney,DAT,Public Protection,1,Yes
1441,Personal Property,FDK,ASR Assessor / Recorder,ASR,General Administration & Finance,6,No
1442,Real Property,FDJ,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1443,Treasure Island,BK6,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,Yes
1444,Operations And Security,BG7,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1445,Fleet Management,FFK,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1446,Development & Planning,EAC,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1447,Solid Waste Management,BAI,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1448,Technology,TECH,ASR Assessor / Recorder,ASR,General Administration & Finance,6,No
1449,No Program Defined,NKEY,HRD Human Resources,HRD,General Administration & Finance,6,No
1450,Publicity And Advertising,EEK,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1451,Disaster Recovery,RCVY,GEN General City / Unallocated,GEN,General City Responsibilities,7,No
1452,Structural Maintenance,ECD,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
1453,No Program Defined,XXX,ASR Assessor / Recorder,ASR,General Administration & Finance,6,No
1454,Capital Projects,ECS,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
1455,Cases Consortium,CAR,DAT District Attorney,DAT,Public Protection,1,No
1456,Operating,OPR,RET Retirement System,RET,General Administration & Finance,6,No
1457,Departmental Fund Transfer,FZZ,MYR Mayor,MYR,General Administration & Finance,6,No
1458,Court House Construction,AMN,CRT Superior Court,CRT,Public Protection,1,No
1459,Health Service System,FEE,HRD Human Resources,HRD,General Administration & Finance,6,Yes
1460,Community Health/Support Service,DCH,HRD Human Resources,HRD,General Administration & Finance,6,No
1461,Children's Fund Programs,CBI,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1462,SFGH,DEY,DPH Public Health,DPH,Community Health,4,No
1463,30 Van Ness Building,FFA,GEN General City / Unallocated,UNA,General City Responsibilities,7,No
1464,Rec & Park Administration,EIA,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
1465,YBC/GRMCC,BGM,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1466,Mental Health - Early Intervention,DIM,DPH Public Health,DPH,Community Health,4,No
1467,Homeless Services,CAN,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1468,"Management, Budget And Analysis",FEB,GEN General City / Unallocated,GEN,General City Responsibilities,7,No
1469,Animal Welfare,AUA,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1470,Maintenance,MAINT,SHF Sheriff,SHF,Public Protection,1,No
1471,Development & Planning,EAC,DT GSA - Technology,TIS,General Administration & Finance,6,No
1472,"Neighborhood Services-Q2-Districts 2,3,6",ECN,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
1473,MRD-Construction Division (Const),BEK,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1474,Capital,CAP,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,No
1475,Capital,CAP,ASR Assessor / Recorder,ASR,General Administration & Finance,6,No
1476,Affordable Housing,FFC,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1477,Administration/Support Services,BAN,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1478,No Program Defined,XXX,ART Arts Commission,ART,Culture & Recreation,5,No
1479,Workforce Development,FAR,HRD Human Resources,HRD,General Administration & Finance,6,No
1480,Special Events,EVENT,REC Recreation & Park Commsn,REC,Culture & Recreation,5,No
1481,Maintenance-CPC Funded,MAINC,PUC Public Utilities Commsn,PUC,"Public Works, Transportation & Commerce",2,No
1482,Capital Programs & Construction,BE7,POL Police,POL,Public Protection,1,No
1483,Jail Programs,AKH,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1484,Facilities Mgmt & Operations,FFH,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1485,Sheriff Program Grants,AFG,SHF Sheriff,SHF,Public Protection,1,No
1486,Maintenance,MAINT,WAR War Memorial,WAR,Culture & Recreation,5,No
1487,No Program Defined,XXX,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1488,Muni-Security,BEP,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1489,Wastewater Operations,BAX,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1490,"Administration, Business",BGF,AIR Airport Commission,AIR,"Public Works, Transportation & Commerce",2,No
1491,Children's Services,CBF,CHF Children;Youth & Families,CHF,Human Welfare & Neighborhood Development,3,No
1492,Maintenance,MAINT,DBI Building Inspection,DBI,"Public Works, Transportation & Commerce",2,No
1493,Non-Grant Construction Projects,BAC,GEN General City / Unallocated,GEN,General City Responsibilities,7,No
1494,Board Of Supervisor,FAA,BOS Board Of Supervisors,BOS,General Administration & Finance,6,No
1495,Economic Development,BK5,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1496,Maintenance Of Streetlights,BC1,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1497,Financial Systems Project,FDX,CON Controller,CON,General Administration & Finance,6,No
1498,Hetchy Water Operations,BDO,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1499,Water Capital Projects,BCI,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1500,Parking,BKP,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1501,Public Ed Fund - Prop H ( March 2004 ),CPH,CFC Children & Families Commsn,CFC,Human Welfare & Neighborhood Development,3,No
1502,Career Criminal Prosecution,AID,DAT District Attorney,DAT,Public Protection,1,No
1503,Non-Grant Construction Projects,BAC,PRT Port,PRT,"Public Works, Transportation & Commerce",2,No
1504,Recorder,FCG,ASR Assessor / Recorder,ASR,General Administration & Finance,6,No
1505,Capital,CAP,MYR Mayor,MYR,General Administration & Finance,6,No
1506,Public Protection - Corrections,AKK,MYR Mayor,MYR,General Administration & Finance,6,No
1507,Transfer Tax,FEH,TTX Treasurer/Tax Collector,TTX,General Administration & Finance,6,No
1508,No Program,No Program Code,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
1509,San Bruno Jails,AKO,SHF Sheriff,SHF,Public Protection,1,No
1510,City Capital Projects,BAW,POL Police,POL,Public Protection,1,No
1511,Criminal Justice,CGD,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1512,Branch Program,EEG,CAT City Attorney,CAT,General Administration & Finance,6,No
1513,Hetchy Water Operations,BDO,CAT City Attorney,CAT,General Administration & Finance,6,No
1514,Departmental Fund Transfer,CZZ,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
